co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
3257.75,33.53,40.44,0,23.6,121.19,169.19,20.77,2/15/2025 21:00
3845.21,45.6,38.73,0,29.33,144.56,200.01,29.39,2/15/2025 22:00
4432.68,61.69,34.27,0,27.18,153.17,211.87,22.04,2/15/2025 23:00
5661.01,90.3,29.82,0,31.47,157.56,219.98,17.23,2/16/2025 0:00
5874.63,103.71,28.1,0.02,37.67,124.15,175.39,14.82,2/16/2025 1:00
7156.37,130.53,31.53,0.08,44.82,132.91,186.01,17.73,2/16/2025 2:00
7156.37,128.75,38.39,0.53,46.25,132.86,186.42,21.79,2/16/2025 3:00
1949.31,17.88,36.67,0.64,19.55,32.25,48.1,7.6,2/16/2025 4:00
1174.93,5.25,34.27,1.31,19.07,20.34,30.84,5.7,2/16/2025 5:00
1068.12,2.88,36.67,3.53,22.41,20.96,29.97,4.88,2/16/2025 6:00
1014.71,0.73,36.67,14.31,24.56,20.14,27.77,4.02,2/16/2025 7:00
1028.06,0.46,37.01,27.54,24.08,19.58,26.8,3.86,2/16/2025 8:00
1081.47,0.7,38.73,28.25,23.13,18.12,25.27,3.89,2/16/2025 9:00
2376.56,11.96,67.17,7.78,33.38,33.93,47.01,7.54,2/16/2025 10:00
4806.52,53.2,87.05,0.36,49.11,69.72,94.2,11.78,2/16/2025 11:00
6248.47,78.68,95.96,0,56.27,109.6,147.34,14.95,2/16/2025 12:00
6835.94,85.83,101.45,0,56.27,148.68,201.32,19.25,2/16/2025 13:00
6408.69,75.1,101.45,0,49.59,164.65,228,17.73,2/16/2025 14:00
5500.79,58.11,91.85,0,39.58,162.16,232.01,15.2,2/16/2025 15:00
4646.3,46.04,76.77,0,30.52,143.64,211.63,11.65,2/16/2025 16:00
3738.4,35.76,60.32,0,22.41,110.47,169.62,7.41,2/16/2025 17:00
2857.21,27.05,43.18,0,17.64,82.42,134.58,6.46,2/16/2025 18:00
1976.01,17.21,28.45,0.01,13.47,56.58,96.16,5.76,2/16/2025 19:00
1415.25,11.18,20.22,0.03,11.32,39.01,66.02,5.45,2/16/2025 20:00
1201.63,9.5,17.65,0.06,11.21,31.74,52.47,5.51,2/16/2025 21:00
1201.63,10.95,17.99,0.04,12.52,30.07,48.47,5.51,2/16/2025 22:00
1455.31,16.54,19.54,0.01,15.26,33.29,53.33,6.46,2/16/2025 23:00
2590.18,37.55,22.96,0,23.37,51.97,81.56,10.77,2/17/2025 0:00
4165.65,69.74,28.45,0.04,34.81,70.39,107.67,14.95,2/17/2025 1:00
4592.9,79.57,31.87,0.17,40.05,74.39,116.79,18.49,2/17/2025 2:00
3738.4,63.48,34.62,0.65,38.62,65.48,109.29,20.77,2/17/2025 3:00
2777.1,40.68,38.39,2.86,35.76,50.53,84.56,17.23,2/17/2025 4:00
3017.43,38,52.09,6.17,36.24,58.66,89.44,16.47,2/17/2025 5:00
3578.19,37.1,71.29,13.05,38.15,69.52,99.37,14.82,2/17/2025 6:00
3685,20.56,94.59,18.95,36.24,73.53,103.14,13.81,2/17/2025 7:00
3257.75,16.09,85,11.09,32.9,58.93,84.79,13.43,2/17/2025 8:00
2937.32,23.25,63.75,2.79,30.52,45.06,66.49,12.92,2/17/2025 9:00
3204.35,37.55,47.3,0.51,30.04,39.4,58.97,12.92,2/17/2025 10:00
3898.62,57.22,43.18,0.06,31.95,46.57,70.09,13.81,2/17/2025 11:00
3952.03,57.22,39.07,0,30.04,54.98,84.56,14.69,2/17/2025 12:00
3898.62,54.09,35.64,0,30.04,68.98,109.97,16.72,2/17/2025 13:00
3738.4,48.73,32.9,0,29.09,77.54,130.65,17.23,2/17/2025 14:00
3471.37,43.36,30.5,0,26.94,80.28,139.92,16.47,2/17/2025 15:00
3257.75,41.57,28.79,0,24.8,73.93,130.31,13.81,2/17/2025 16:00
2803.8,36.66,27.08,0,20.74,56.76,99.64,8.74,2/17/2025 17:00
2189.64,27.27,24.68,0,16.69,44.22,75.92,6.46,2/17/2025 18:00
1628.88,17.66,21.25,0,12.99,36.26,58.64,5.26,2/17/2025 19:00
1401.9,14.08,19.02,0,11.44,35.02,54.13,5.13,2/17/2025 20:00
1335.14,14.08,17.65,0,11.92,36.34,55.92,5.51,2/17/2025 21:00
1375.2,17.21,16.79,0,13.71,37.63,60.23,6.21,2/17/2025 22:00
1588.82,22.8,16.79,0,16.45,39.1,65.67,7.22,2/17/2025 23:00
2670.29,42.47,19.19,0.12,23.84,54.85,90.27,10.89,2/18/2025 0:00
4219.06,72.42,23.31,0.29,34.33,68.88,110.35,13.81,2/18/2025 1:00
4699.71,83.15,25.7,0.32,40.05,70.48,116.61,17.23,2/18/2025 2:00
3845.21,68.84,26.39,0.34,39.1,61.09,107.22,20.27,2/18/2025 3:00
1628.88,17.66,25.36,1.92,18.36,22.53,40.24,9.37,2/18/2025 4:00
1214.98,8.49,24.68,8.4,16.21,15.86,26.82,7.03,2/18/2025 5:00
1214.98,7.04,29.13,19.31,20.98,18.89,28.94,6.4,2/18/2025 6:00
1214.98,4.81,34.96,32.19,28.61,23.53,32.3,5.26,2/18/2025 7:00
1295.09,2.68,41.81,37.19,33.38,26.52,34.83,5,2/18/2025 8:00
1495.36,1.3,50.04,27.89,33.38,27.5,36.03,5.38,2/18/2025 9:00
2670.29,16.99,65.12,3.98,37.67,36.72,49.54,8.36,2/18/2025 10:00
4219.06,55.88,58.26,0.41,41.48,53.65,75.55,11.4,2/18/2025 11:00
4432.68,66.16,44.55,0,35.76,63.69,93.5,12.79,2/18/2025 12:00
4005.43,60.8,32.9,0,30.28,70.01,106.34,13.93,2/18/2025 13:00
3284.45,47.83,24.68,0,25.03,64.79,102.51,12.79,2/18/2025 14:00
2696.99,37.55,19.71,0,20.98,57.05,92.91,11.4,2/18/2025 15:00
2590.18,36.21,17.99,0,19.07,51.62,83.76,9.5,2/18/2025 16:00
2536.77,38,17.99,0,17.64,45.13,71.68,6.52,2/18/2025 17:00
2243.04,34.42,17.82,0,15.97,41.57,64.62,5.64,2/18/2025 18:00
1976.01,29.06,17.48,0,14.54,43.09,66.38,5.7,2/18/2025 19:00
1949.31,28.16,16.62,0,14.19,50.88,77.67,6.65,2/18/2025 20:00
2082.82,30.85,15.94,0,15.5,61.13,92.8,8.61,2/18/2025 21:00
2323.15,38.89,15.59,0,18.84,71.69,106.16,10.26,2/18/2025 22:00
2723.69,50.07,16.11,0,22.41,78.16,113.56,11.02,2/18/2025 23:00
4165.65,78.68,19.54,0.01,32.9,97.94,139.85,16.09,2/19/2025 0:00
4325.87,82.25,23.31,0.09,37.19,74.93,107.53,14.06,2/19/2025 1:00
4592.9,87.62,26.05,0.22,40.53,70.01,101.22,13.3,2/19/2025 2:00
3952.03,76.89,29.13,1.7,43.39,63.01,94.22,12.92,2/19/2025 3:00
2830.51,58.11,38.73,1.61,49.59,51.63,79.61,11.27,2/19/2025 4:00
2056.12,38.89,47.98,0.96,50.54,41.37,61.96,8.87,2/19/2025 5:00
1575.47,14.08,58.26,2.08,44.35,29.39,42.94,6.59,2/19/2025 6:00
1348.5,3.63,47.3,5.32,34.33,19.58,29.08,5.38,2/19/2025 7:00
1615.52,6.03,43.87,4.43,30.99,21.61,32.32,6.4,2/19/2025 8:00
2082.82,12.96,47.3,3,32.42,28.41,41.33,7.6,2/19/2025 9:00
3337.86,32.63,59.63,2.12,37.67,45.29,65.53,10.64,2/19/2025 10:00
5126.95,63.48,73.34,0.24,47.68,72.84,106.11,15.07,2/19/2025 11:00
6141.66,80.47,82.94,0,53.88,102.77,150.46,19.76,2/19/2025 12:00
10681.15,160.93,100.08,0,75.34,224.18,312.84,32.42,2/19/2025 13:00
16876.22,268.22,117.9,0,91.55,416.56,565.75,45.09,2/19/2025 14:00
20721.44,329.02,126.12,0,97.27,566.96,766.44,59.78,2/19/2025 15:00
22216.8,350.48,130.24,0,93.46,627.67,855.09,58.77,2/19/2025 16:00
20507.81,321.87,128.87,0,68.66,560.88,765.94,27.87,2/19/2025 17:00
17089.84,264.64,120.64,0,50.54,478.08,658.92,16.97,2/19/2025 18:00
13458.25,196.7,105.56,0,35.76,403.96,569.87,14.57,2/19/2025 19:00
11215.21,155.57,94.59,0,29.56,372.33,528.91,18.49,2/19/2025 20:00
10147.09,130.53,93.22,0,34.81,368.55,515.84,27.36,2/19/2025 21:00
9826.66,125.17,100.08,0,45.78,381.2,513.61,35.46,2/19/2025 22:00
10040.28,128.75,104.19,0,43.39,383.02,499.6,22.55,2/19/2025 23:00
11962.89,166.3,109.67,0.09,54.84,413.71,531.22,19.25,2/20/2025 0:00
9826.66,144.84,119.27,0.58,72.48,317.2,397.46,15.58,2/20/2025 1:00
9185.79,139.47,128.87,1.12,84.88,273.62,345.49,20.77,2/20/2025 2:00
7690.43,103.71,138.46,2.95,85.83,233.94,301.13,24.57,2/20/2025 3:00
2910.61,17.88,89.11,4.29,46.73,91.46,120.4,10.01,2/20/2025 4:00
1628.88,1.26,55.52,21.46,30.52,44.04,61.35,7.03,2/20/2025 5:00
1348.5,0.84,41.13,41.13,26.7,28.26,41.05,6.27,2/20/2025 6:00
1228.33,0.61,34.96,49.35,23.37,20.92,31.29,5.7,2/20/2025 7:00
1241.68,0.16,36.67,45.42,23.6,19.29,29.09,5.76,2/20/2025 8:00
1348.5,0.05,42.16,39.7,26.94,20.23,30.27,5.95,2/20/2025 9:00
1789.09,0.21,58.26,23.6,32.42,25.35,36.68,7.03,2/20/2025 10:00
2429.96,2.79,75.4,6.71,38.15,35.24,50.77,9.12,2/20/2025 11:00
2696.99,5.48,78.14,2.21,40.53,47.53,69.12,11.27,2/20/2025 12:00
2883.91,8.83,79.51,0.8,45.78,62.07,90.17,13.3,2/20/2025 13:00
2883.91,11.51,77.46,0.25,50.54,74.97,110.98,13.81,2/20/2025 14:00
2830.51,14.75,71.97,0.08,49.59,84.36,128.25,13.68,2/20/2025 15:00
3257.75,25.48,69.23,0.01,45.78,95.89,149.05,13.68,2/20/2025 16:00
3685,36.21,67.17,0,38.15,102.48,161.68,11.15,2/20/2025 17:00
3578.19,36.66,60.32,0,28.61,103.7,164.29,9.75,2/20/2025 18:00
3097.53,29.95,49.35,0,20.03,98.75,160.26,8.61,2/20/2025 19:00
2616.88,23.92,38.04,0,15.5,90.19,147.99,7.98,2/20/2025 20:00
2376.56,22.35,31.19,0,14.42,87.05,142.53,7.85,2/20/2025 21:00
2403.26,26.6,27.42,0,15.26,87.94,143.43,7.92,2/20/2025 22:00
2616.88,34.87,23.65,0,17.88,85.66,138.37,8.49,2/20/2025 23:00
3952.03,64.37,22.28,0.09,28.37,99.47,154.99,13.05,2/21/2025 0:00
5661.01,101.92,25.02,0.4,41.48,107.63,164.06,16.72,2/21/2025 1:00
6034.85,110.86,29.82,0.92,47.21,103.61,158.62,19.51,2/21/2025 2:00
4432.68,78.68,34.96,2.7,42.92,80.14,126.74,20.27,2/21/2025 3:00
1695.63,21.01,28.79,4.34,22.65,29.58,46.84,8.99,2/21/2025 4:00
1214.98,10.17,29.47,3.08,20.98,20.53,31.4,6.71,2/21/2025 5:00
1188.28,6.31,35.3,2.95,23.84,21.28,30.66,6.14,2/21/2025 6:00
1174.93,3.35,38.73,5.28,25.51,21.6,30.18,5.83,2/21/2025 7:00
1201.63,2.04,40.1,8.67,25.03,21.51,29.74,5.95,2/21/2025 8:00
1295.09,1.77,41.13,9.57,23.37,20.91,29.25,6.21,2/21/2025 9:00
1922.61,10.06,48.67,3,26.23,25.93,37.64,8.61,2/21/2025 10:00
3070.83,33.08,53.47,0.18,32.9,38.94,59.02,13.55,2/21/2025 11:00
3524.78,45.15,46.61,0,33.38,49.24,78.38,17.48,2/21/2025 12:00
3791.81,54.09,37.36,0,33.86,63.1,102.7,20.52,2/21/2025 13:00
3685,54.09,29.13,0,31.47,70.37,119.75,20.77,2/21/2025 14:00
3150.94,45.6,22.28,0,26.7,66.17,119.3,18.24,2/21/2025 15:00
2803.8,40.68,19.19,0,23.13,56.3,104.35,14.06,2/21/2025 16:00
2349.85,34.42,18.51,0,19.07,40.68,75.74,8.74,2/21/2025 17:00
1642.23,21.46,17.82,0,14.31,27.96,52.56,5.76,2/21/2025 18:00
1174.93,11.73,16.79,0.01,11.09,21.89,40.9,4.62,2/21/2025 19:00
1081.47,9.39,16.11,0.01,10.25,23.29,42.29,4.75,2/21/2025 20:00
1121.52,9.72,16.28,0.01,10.61,27.31,47.93,5.13,2/21/2025 21:00
1228.33,12.52,16.45,0,11.68,31.04,50.92,5.19,2/21/2025 22:00
1441.96,16.99,17.31,0,12.99,33.88,51.4,5.45,2/21/2025 23:00
2349.85,33.97,19.36,0,19.07,47.13,68.59,8.36,2/22/2025 0:00
3738.4,63.48,22.62,0.01,29.56,60.79,85.73,10.01,2/22/2025 1:00
3898.62,69.74,26.05,0.02,36.24,60.13,84.85,9.75,2/22/2025 2:00
2937.32,49.62,30.16,0.05,35.29,48.68,70.63,9.12,2/22/2025 3:00
1762.39,18.33,38.04,4.56,26.94,30.36,45.57,6.9,2/22/2025 4:00
1375.2,5.03,41.13,18.95,23.37,23.67,36.12,6.46,2/22/2025 5:00
1295.09,2.79,39.41,35.76,23.84,21.64,32.71,6.4,2/22/2025 6:00
1148.22,1.51,32.22,55.79,20.74,19.35,28.67,5.45,2/22/2025 7:00
1108.17,0.68,31.53,66.52,21.7,20.19,29.08,5.26,2/22/2025 8:00
1161.58,0.33,34.27,65.09,24.56,21.42,30.01,5.07,2/22/2025 9:00
1642.23,0.13,50.04,45.78,30.04,26.89,37.03,6.02,2/22/2025 10:00
2483.37,0.7,75.4,17.52,36.24,39.68,54.83,8.23,2/22/2025 11:00
2883.91,2.99,82.94,5.36,39.1,54.75,76.61,10.39,2/22/2025 12:00
3631.59,14.75,87.05,0.45,44.35,82.41,117.05,14.31,2/22/2025 13:00
4486.08,29.06,91.85,0,47.21,116.31,169.56,16.72,2/22/2025 14:00
4859.92,37.55,91.85,0,44.35,141.04,212.86,17.23,2/22/2025 15:00
4699.71,41.57,80.88,0,36.72,135.04,205.87,13.55,2/22/2025 16:00
3685,35.76,59.63,0,25.03,97,144.98,7.54,2/22/2025 17:00
2483.37,23.25,40.1,0,16.21,63.23,91.42,5.07,2/22/2025 18:00
1548.77,11.73,26.39,0.01,10.85,40.89,57.89,4.18,2/22/2025 19:00
1214.98,8.72,20.39,0.01,9.66,33.1,46.96,4.12,2/22/2025 20:00
1068.12,9.28,16.62,0.01,9.78,29.49,42.77,4.31,2/22/2025 21:00
1041.41,11.73,14.05,0,10.97,26.45,39.27,4.37,2/22/2025 22:00
1228.33,16.54,14.22,0,12.87,27.77,42.09,4.94,2/22/2025 23:00
2243.04,35.32,17.14,0.01,19.79,43.68,64.65,7.98,2/23/2025 0:00
3898.62,69.74,22.62,0.02,30.52,64.74,90.83,10.13,2/23/2025 1:00
4646.3,85.83,27.42,0.04,37.19,75.12,104.47,11.02,2/23/2025 2:00
3845.21,71.53,30.85,0.22,37.67,69.25,98.85,11.27,2/23/2025 3:00
1615.52,16.76,40.44,2.01,26.7,33.12,47.13,5.45,2/23/2025 4:00
1161.58,3.69,38.73,14.48,23.13,21.45,30.57,4.69,2/23/2025 5:00
1161.58,2.65,35.99,29.33,23.84,18.74,26.35,4.5,2/23/2025 6:00
1201.63,1.98,35.64,36.12,24.08,18.59,26.44,4.62,2/23/2025 7:00
1268.39,1.49,39.07,28.25,25.27,19.38,28.31,5.07,2/23/2025 8:00
1361.85,2.18,43.18,14.13,26.94,19.25,28.69,5.26,2/23/2025 9:00
4486.08,56.77,58.95,1.05,40.53,52.77,74.38,11.02,2/23/2025 10:00
10147.09,166.3,67.17,0.06,58.65,122.72,165.79,16.97,2/23/2025 11:00
13031.01,218.15,71.29,0,65.8,191.23,257.56,25.84,2/23/2025 12:00
15594.48,257.49,78.14,0,84.88,287.45,383.57,57.25,2/23/2025 13:00
17944.34,293.25,84.31,0,110.63,387.91,511.01,94.23,2/23/2025 14:00
19866.94,321.87,90.48,0,133.51,487.54,632.97,127.67,2/23/2025 15:00
20721.44,336.17,94.59,0,141.14,525.79,673.06,133.75,2/23/2025 16:00
17517.09,289.68,84.31,0,111.58,420.52,532.4,89.17,2/23/2025 17:00
10681.15,175.24,64.43,0,68.66,246.55,307.19,36.48,2/23/2025 18:00
3952.03,55.88,46.61,0,39.1,90.37,114.67,8.11,2/23/2025 19:00
3044.13,33.53,44.55,0,26.46,78.97,102.55,6.59,2/23/2025 20:00
3017.43,29.5,47.3,0,21.93,89.92,116.28,7.6,2/23/2025 21:00
3578.19,37.1,52.09,0,20.27,112.17,144.82,8.61,2/23/2025 22:00
4379.27,51.86,54.84,0,22.41,138.6,179.64,9.5,2/23/2025 23:00
7156.37,103.71,58.95,0.07,36.72,204.34,266.79,15.71,2/24/2025 0:00
13137.82,219.94,73.34,0.15,64.85,315.22,404.68,21.03,2/24/2025 1:00
19012.45,336.17,90.48,0.11,88.69,420.1,529.1,27.87,2/24/2025 2:00
22003.17,386.24,106.93,0.17,98.23,472.7,593.81,39.52,2/24/2025 3:00
3791.81,43.81,76.77,1.21,49.59,78.7,106.67,11.65,2/24/2025 4:00
2056.12,3.1,79.51,12.52,46.25,47.7,68.01,9.37,2/24/2025 5:00
1762.39,0.42,73.34,37.91,50.07,42.95,60.73,8.74,2/24/2025 6:00
1588.82,0.02,63.06,47.92,50.07,35.51,50.3,7.73,2/24/2025 7:00
1708.98,0.02,66.49,31.83,47.21,33.13,47.23,8.04,2/24/2025 8:00
2216.34,2.24,85,8.67,51.02,39.52,55.02,9.37,2/24/2025 9:00
5874.63,71.53,112.41,0,74.39,93.25,125.01,17.23,2/24/2025 10:00
11215.21,182.39,124.75,0,93.46,178.65,235.05,22.55,2/24/2025 11:00
13885.5,236.03,117.9,0,91.55,246.98,326.17,23.56,2/24/2025 12:00
14953.61,257.49,111.04,0,84.88,313.99,411.79,26.35,2/24/2025 13:00
14739.99,253.92,102.82,0,78.2,356.09,466.92,29.13,2/24/2025 14:00
13565.06,232.46,90.48,0,70.57,367.57,488.65,32.93,2/24/2025 15:00
12176.51,203.85,81.57,0,62.94,339.96,452.65,29.89,2/24/2025 16:00
9826.66,166.3,76.77,0,51.5,270.85,354.68,18.49,2/24/2025 17:00
7263.18,119.81,72.66,0,40.53,204.88,261.7,12.16,2/24/2025 18:00
5500.79,81.36,67.86,0,31.95,168.15,211.46,13.3,2/24/2025 19:00
5287.17,70.63,66.49,0,33.38,177.88,223.06,23.05,2/24/2025 20:00
5661.01,73.31,69.92,0,41.48,205.37,254.74,35.97,2/24/2025 21:00
6729.13,93.88,81.57,0,53.41,251.65,305.67,46.61,2/24/2025 22:00
8117.68,123.38,91.85,0,61.04,293.58,351.79,47.12,2/24/2025 23:00
11215.21,185.97,104.19,0.1,70.57,360.84,437.22,35.97,2/25/2025 0:00
14953.61,261.07,132.98,1.13,89.65,412.12,500.6,25.84,2/25/2025 1:00
18371.58,296.83,208.38,4.69,109.67,482.5,589.61,29.89,2/25/2025 2:00
17944.34,159.14,389.34,50.07,119.21,552.77,663.61,33.94,2/25/2025 3:00
5874.63,31.29,233.05,21.28,115.39,208.45,252.25,10.39,2/25/2025 4:00
3337.86,29.06,161.77,9.75,110.63,119.62,149.94,8.04,2/25/2025 5:00
2376.56,13.52,131.61,12.87,91.55,88.62,110.84,6.65,2/25/2025 6:00
1695.63,1.65,84.31,29.68,56.74,54.19,68.89,5.95,2/25/2025 7:00
1548.77,0.49,60.32,33.97,37.67,37.61,50.09,6.14,2/25/2025 8:00
1695.63,0.41,61.69,20.74,32.42,33.3,45.75,6.46,2/25/2025 9:00
8224.49,109.97,106.93,0.06,63.9,116.07,152.94,17.48,2/25/2025 10:00
20935.06,350.48,150.8,0,105.86,304.37,386.39,26.09,2/25/2025 11:00
29479.98,507.83,183.7,0,127.79,509.46,639.9,48.13,2/25/2025 12:00
33752.44,565.05,216.6,0,164.03,700.82,877.82,98.29,2/25/2025 13:00
33325.2,536.44,241.28,0,154.5,817.28,1027.8,99.3,2/25/2025 14:00
32470.7,500.68,254.99,0,133.51,895.82,1132.41,81.06,2/25/2025 15:00
31616.21,486.37,257.73,0,117.3,929.19,1175.08,63.84,2/25/2025 16:00
29907.23,457.76,257.73,0,103.95,887.7,1118.69,52.18,2/25/2025 17:00
26916.5,400.54,252.25,0,91.55,833.4,1045.76,51.68,2/25/2025 18:00
24993.9,364.78,241.28,0,87.74,815.79,1020.7,60.29,2/25/2025 19:00
24139.4,354.05,235.8,0,87.74,821.97,1019.43,65.86,2/25/2025 20:00
23284.91,343.32,230.31,0,91.55,814.53,1002.68,68.9,2/25/2025 21:00
22216.8,332.59,224.83,0,89.65,791.98,959.64,59.78,2/25/2025 22:00
21362.3,332.59,216.6,0,73.43,766.86,912.16,34.45,2/25/2025 23:00
21362.3,343.32,205.64,0.11,78.2,732.34,860.88,28.12,2/26/2025 0:00
19226.07,321.87,202.89,0.36,89.65,615.46,716.06,22.55,2/26/2025 1:00
19012.45,321.87,200.15,0.45,94.41,568.03,662.12,22.29,2/26/2025 2:00
14953.61,243.19,180.96,0.59,86.78,435.89,513.22,21.53,2/26/2025 3:00
5073.55,65.27,101.45,0.18,54.84,151.59,181.44,9.25,2/26/2025 4:00
2883.91,32.19,71.29,1.01,48.16,75.99,96.29,8.11,2/26/2025 5:00
2162.93,25.7,58.26,3.4,49.11,45.43,62.01,7.6,2/26/2025 6:00
1922.61,20.79,52.09,4.92,43.39,31.7,46.31,7.47,2/26/2025 7:00
2162.93,22.8,53.47,4.2,41.48,32.39,47.58,8.87,2/26/2025 8:00
2937.32,35.32,58.26,1.88,44.82,42.74,60.26,11.65,2/26/2025 9:00
4325.87,59.01,68.55,3.35,52.93,63.01,86.8,15.45,2/26/2025 10:00
5661.01,80.47,76.77,0.46,60.08,82.68,115.32,18.49,2/26/2025 11:00
6088.26,88.51,74.71,0,61.04,97.41,142.16,20.52,2/26/2025 12:00
10360.72,162.72,85.68,0,76.29,205.15,291.82,29.89,2/26/2025 13:00
17089.84,275.37,102.82,0,88.69,401.56,559.94,38,2/26/2025 14:00
21575.93,343.32,119.27,0,87.74,578.36,811.24,45.6,2/26/2025 15:00
24139.4,379.09,134.35,0,82.02,689.27,968.71,47.62,2/26/2025 16:00
25207.52,396.97,142.57,0,67.71,713.36,989.07,35.46,2/26/2025 17:00
25207.52,393.39,142.57,0,54.36,735.33,996.13,29.64,2/26/2025 18:00
22644.04,346.9,137.09,0,42.92,710.62,971.42,30.15,2/26/2025 19:00
19439.7,282.53,127.49,0,38.15,662.04,915.38,36.98,2/26/2025 20:00
17303.47,236.03,119.27,0,39.58,634.08,879.97,47.62,2/26/2025 21:00
16235.35,218.15,113.79,0,42.44,592.82,816.36,56.24,2/26/2025 22:00
16021.73,214.58,106.93,0,44.82,546.86,748.05,56.24,2/26/2025 23:00
18371.58,264.64,106.93,0.02,64.85,570.75,768.21,63.84,2/27/2025 0:00
22857.67,354.05,123.38,0.35,88.69,598.31,784.61,49.14,2/27/2025 1:00
24139.4,343.32,194.67,3.76,96.32,576.32,745.87,36.98,2/27/2025 2:00
19226.07,123.38,361.92,69.38,89.65,542.71,686.23,35.97,2/27/2025 3:00
3685,10.95,98.71,140.19,58.17,131.63,168.07,10.01,2/27/2025 4:00
1735.69,4.3,52.09,124.45,45.78,57.15,75.65,7.47,2/27/2025 5:00
1455.31,2.15,52.09,92.98,45.3,41.43,55.16,6.27,2/27/2025 6:00
1468.66,0.78,58.26,45.42,46.25,32.24,44.91,6.52,2/27/2025 7:00
1815.8,1.93,68.55,15.91,47.21,34.33,49.2,8.23,2/27/2025 8:00
2349.85,7.26,78.14,2.48,47.68,42.41,60.41,9.88,2/27/2025 9:00
6248.47,68.84,106.93,0.01,64.85,98.92,134.84,17.73,2/27/2025 10:00
12603.76,178.81,143.95,0,86.78,197.63,260.09,23.05,2/27/2025 11:00
17303.47,257.49,164.51,0,94.41,300.03,389.5,23.81,2/27/2025 12:00
22003.17,336.17,191.93,0,98.23,446.34,567.48,25.59,2/27/2025 13:00
27343.75,414.85,230.31,0,97.27,629.2,785.71,27.11,2/27/2025 14:00
30761.72,447.03,263.21,0,91.55,785.05,967.63,29.39,2/27/2025 15:00
32043.46,454.19,282.41,0,88.69,857.46,1045.63,27.36,2/27/2025 16:00
30334.47,425.58,279.66,0,79.15,800.68,962.77,18.75,2/27/2025 17:00
25848.39,354.05,257.73,0,69.62,686.28,816.71,15.07,2/27/2025 18:00
19866.94,253.92,216.6,0,58.65,538.74,640.3,17.23,2/27/2025 19:00
17089.84,203.85,197.41,0,48.16,499.03,593.14,19.76,2/27/2025 20:00
16235.35,177.03,200.15,0,41.01,527.1,613.75,19.76,2/27/2025 21:00
15808.11,157.36,211.12,0,36.72,569.35,652.26,16.72,2/27/2025 22:00
14739.99,141.26,208.38,0,37.67,571.9,655.75,14.06,2/27/2025 23:00
15808.11,171.66,205.64,0.4,53.41,598.88,693.9,19,2/28/2025 0:00
20080.57,236.03,241.28,3.58,79.15,674.24,786.03,21.53,2/28/2025 1:00
26489.26,250.34,405.79,13.59,103.95,835.71,969.84,26.85,2/28/2025 2:00
29052.73,96.56,658.04,105.86,112.53,1023.61,1172.66,28.63,2/28/2025 3:00
4646.3,8.16,120.64,143.05,55.31,176.64,210.23,8.49,2/28/2025 4:00
2323.15,2.96,58.95,148.77,42.92,90.42,113.1,8.36,2/28/2025 5:00
1842.5,1.7,52.09,130.18,41.48,63.63,81.46,7.85,2/28/2025 6:00
1548.77,1.9,46.61,90.12,35.76,39.31,53.67,7.35,2/28/2025 7:00
1588.82,3.38,47.3,68.66,33.38,30.77,44.3,7.92,2/28/2025 8:00
1922.61,4.97,56.21,57.94,34.33,32.63,47.2,9.37,2/28/2025 9:00
2723.69,5.87,81.57,37.19,39.1,42.37,59.7,11.53,2/28/2025 10:00
3311.16,4.81,102.82,9.48,41.01,49.17,69.75,13.17,2/28/2025 11:00
3364.56,6.93,101.45,1.21,41.96,54.63,79.4,14.06,2/28/2025 12:00
8438.11,90.3,126.12,0,69.62,168.46,237.48,29.64,2/28/2025 13:00
15380.86,205.64,152.17,0,90.6,360.91,498.85,38,2/28/2025 14:00
19653.32,275.37,164.51,0,96.32,519.85,719.26,47.62,2/28/2025 15:00
21575.93,303.98,169.99,0,98.23,592.59,818.06,54.21,2/28/2025 16:00
21148.68,300.41,172.73,0,86.78,565.94,770.91,41.54,2/28/2025 17:00
19226.07,264.64,175.48,0,71.53,531.18,711.92,34.96,2/28/2025 18:00
16235.35,198.48,175.48,0,57.22,485.99,653.68,32.93,2/28/2025 19:00
14099.12,151.99,172.73,0,46.25,459.52,614.16,31.41,2/28/2025 20:00
13671.88,144.84,172.73,0,42.44,476.4,619.85,31.16,2/28/2025 21:00
15808.11,169.87,191.93,0,45.3,544.7,693.74,30.15,2/28/2025 22:00
17089.84,187.75,208.38,0,47.21,587.53,730.99,22.8,2/28/2025 23:00
17303.47,196.7,219.35,0.01,61.04,589.38,721.67,20.77,3/1/2025 0:00
11749.27,126.96,208.38,0.01,81.06,402.15,483.24,15.07,3/1/2025 1:00
8544.92,90.3,194.67,0,90.6,284.01,342.79,12.29,3/1/2025 2:00
5767.82,59.9,178.22,0.05,92.51,194.75,239.12,11.02,3/1/2025 3:00
2670.29,14.98,120.64,16.81,61.04,87.93,109.22,5.45,3/1/2025 4:00
1562.12,4.81,73.34,63.66,40.53,47.63,59.49,3.23,3/1/2025 5:00
1255.04,3.02,47.3,107.29,30.52,37.15,45.78,2.72,3/1/2025 6:00
1174.93,1.9,38.04,130.18,29.09,35.44,43.33,3.07,3/1/2025 7:00
1281.74,1.4,45.93,115.87,33.86,36.76,45.56,4.05,3/1/2025 8:00
